time_s,Vout_V,iL_A,duty,Rload_ohm
0.004470,5.014219,0.535898,0.41824,10.00
0.004480,5.016290,0.533522,0.41812,10.00
0.004490,5.018235,0.530819,0.41801,10.00
0.004500,5.020067,0.527811,0.41790,10.00
0.004510,5.021853,0.524507,0.41780,10.00
0.004520,5.023473,0.520923,0.41770,10.00
0.004530,5.024916,0.517088,0.41760,10.00
0.004540,5.026172,0.513029,0.41752,10.00
0.004550,5.027196,0.508777,0.41744,10.00
0.004560,5.027867,0.504382,0.41738,10.00
0.004570,5.028333,0.499888,0.41734,10.00
0.004580,5.028591,0.495328,0.41730,10.00
0.004590,5.028640,0.490736,0.41727,10.00
0.004600,5.028631,0.486144,0.41725,10.00
0.004610,5.029012,0.481515,0.41721,10.00
0.004620,5.029180,0.476834,0.41718,10.00
0.004630,5.029134,0.472136,0.41715,10.00
0.004640,5.028875,0.467454,0.41714,10.00
0.004650,5.028083,0.462822,0.41714,10.00
0.004660,5.025800,0.458429,0.41723,10.00
0.004670,5.023338,0.454410,0.41733,10.00
0.004680,5.020716,0.450793,0.41744,10.00
0.004690,5.017952,0.447601,0.41756,10.00
0.004700,5.015155,0.444857,0.41769,10.00
0.004710,5.012600,0.442539,0.41781,10.00
0.004720,5.009962,0.440633,0.41793,10.00
0.004730,5.007261,0.439153,0.41806,10.00
0.004740,5.004517,0.438108,0.41819,10.00
0.004750,5.001694,0.437503,0.41833,10.00
0.004760,4.998643,0.437370,0.41848,10.00
0.004770,4.995613,0.437724,0.41863,10.00
0.004780,4.992626,0.438562,0.41879,10.00
0.004790,4.989703,0.439876,0.41894,10.00
0.004800,4.987037,0.441655,0.41909,10.00
0.004810,4.985156,0.443802,0.41920,10.00
0.004820,4.983388,0.446246,0.41930,10.00
0.004830,4.981747,0.448967,0.41940,10.00
0.004840,4.980244,0.451946,0.41949,10.00
0.004850,4.978645,0.455160,0.41957,10.00
0.004860,4.976229,0.458702,0.41971,10.00
0.004870,4.973994,0.462623,0.41985,10.00
0.004880,4.971958,0.466894,0.41997,10.00
0.004890,4.970133,0.471483,0.42009,10.00
0.004900,4.968589,0.476354,0.42020,10.00
0.004910,4.967503,0.481444,0.42028,10.00
0.004920,4.966656,0.486699,0.42035,10.00
0.004930,4.966056,0.492079,0.42041,10.00
0.004940,4.965705,0.497544,0.42046,10.00
0.004950,4.965344,0.503055,0.42049,10.00
0.004960,4.964196,0.508697,0.42058,10.00
0.004970,4.963314,0.514511,0.42066,10.00
0.004980,4.962703,0.520455,0.42072,10.00
0.004990,4.962367,0.526485,0.42077,10.00
0.005000,4.962500,0.532556,0.42080,10.00
0.005010,4.963675,0.538533,0.42078,10.00
0.005020,4.965111,0.544311,0.42074,10.00
0.005030,4.966795,0.549848,0.42068,10.00
0.005040,4.968716,0.555104,0.42061,10.00
0.005050,4.971026,0.560044,0.42053,10.00
0.005060,4.974205,0.564551,0.42040,10.00
0.005070,4.977561,0.568541,0.42025,10.00
0.005080,4.981068,0.571986,0.42010,10.00
0.005090,4.984699,0.574864,0.41993,10.00
0.005100,4.988602,0.577156,0.41975,10.00
0.005110,4.993265,0.578765,0.41953,10.00
0.005120,4.997958,0.579624,0.41930,10.00
0.005130,5.002649,0.579732,0.41906,10.00
0.005140,5.007303,0.579089,0.41883,10.00
0.005150,5.011716,0.577704,0.41859,10.00
0.005160,5.015345,0.575670,0.41840,10.00
0.005170,5.018851,0.573060,0.41821,10.00
0.005180,5.022206,0.569894,0.41802,10.00
0.005190,5.025388,0.566198,0.41784,10.00
0.005200,5.028301,0.562000,0.41767,10.00
0.005210,5.030702,0.557368,0.41752,10.00
0.005220,5.032871,0.552361,0.41739,10.00
0.005230,5.034794,0.547017,0.41726,10.00
0.005240,5.036458,0.541375,0.41715,10.00
0.005250,5.037868,0.535479,0.41705,10.00
0.005260,5.039064,0.529362,0.41695,10.00
